Company Name,Competitors,Founded,Headquarters,Rating,Revenue,Sector,Size,Type of ownership,Website,Company Description,wikisite,uri_name
pathrise,,2017.0,"San Francisco, CA",5.0,$1 to $5 million (USD),Education,1 to 50 employees,Company - Private,,,,pathrise
pathrise,,,,,,,,,,,,pathrise
patientkeeper,,1998.0,"Waltham, MA",3.8,$25 to $50 million (USD),Information Technology,201 to 500 employees,Subsidiary or Business Segment,,,,patientkeeper
payjunction,,2000.0,"Santa Barbara, CA",4.8,,Information Technology,51 to 200 employees,Company - Private,http://www.payjunction.com/,,,payjunction
pdi software,"Blue Yonder, SAP, NCR",1983.0,"Atlanta, GA",3.7,,Information Technology,501 to 1000 employees,Company - Private,,,,pdi_software
penfed credit union,"Navy Federal Credit Union, EagleBank, Northwest FCU",1935.0,"McLean, VA",3.4,,Finance,1001 to 5000 employees,Nonprofit Organization,,,,penfed_credit_union
"people ai, inc.",,,,,,,,,,,,people_ai_inc
people force consulting,,,,,,,,,,,,people_force_consulting
peoplesbank,,1885.0,"Holyoke, MA",4.2,$50 to $100 million (USD),Finance,201 to 500 employees,Company - Private,http://www.bankatpeoples.com/,,,peoplesbank
pepsico,"Unilever, Mondelēz International, Amazon",1965.0,"Purchase, NY",3.7,$10+ billion (USD),Manufacturing,10000+ employees,Company - Public,,,http://www.wikidata.org/entity/Q334800,pepsico
peraton,,2017.0,"Herndon, VA",3.3,$1 to $2 billion (USD),Aerospace & Defense,1001 to 5000 employees,Company - Private,http://www.peraton.com/,,,peraton
peraton,,,,,,,,,,,,peraton
performance software,,1998.0,"US, Phoenix, Arizona",,,,100 to 499 employees,,https://www.psware.com/,"We serve industries that depend on quality and safety, which is why we have built our culture, and our reputation, upon sustained excellence in talent, innovation, responsiveness and cost-effectiveness.
Our employees are key to our success. They are technical experts, critical thinkers, team players and partners in building client relationships. We expect them to disrupt the status quo and take technology to new heights – and we give them the tools, responsibility and accountability to do just that.
Our goal is to provide a challenging and rewarding experience for people who are driven to innovate and execute at the highest level. We hire top talent with proven skills, domain expertise and drive. We then empower them to do what they do best: help each customer achieve their goals in the most efficient and cost-effective manner possible.",,performance_software
persistent systems inc.,,,,,,,,,,,,persistent_systems_inc
perspecta,,,,,,,,,,,,perspecta
"pesystems, inc.",,1971.0,"US, Fairfax, Virginia",,,,500 to 999 employees,,https://www.pesystems.com/,"Since 1971, P E Systems has been providing professional systems engineering and acquisition management services. The firm has CONUS locations in Virginia, Maryland, Massachusetts, Oklahoma and Ohio, and overseas in Japan, Bahrain and Italy. The company provides a range of technical capabilities supporting many different clients. P E Systems practices a full service approach through its use of flexible, mission-oriented teams that bring the right resources together to meet all customer requirements. Our emphasis is on personnel both acquiring and retaining a staff of qualified engineering and technical professionals through selective recruiting and a comprehensive benefits program has contributed to our continued success in supporting a wide range of government organizations.
P E Systems has developed strong core capabilities in systems engineering, specialized acquisition support, and communications interface programs through provision of technical, program management and systems acquisition support as both a prime and subcontractor. We have established strategic relationships with our Partners.
P E Systems has a long history of providing superior technical support services in a cost-effective manner. Our Quality Policy further describes the focus on quality that helps us achieve this level of service.
2017 –  Summit Research Corporation (SRC) merged into P E Systems on March 1, 2017, assuming all contract obligations
2016 – Jack Grady appointed to Vice-President of Operations and Dayton Division Manager
2007 – Opened new offices and San Antonio, TX
2006 – Graduated from 8(a) program
2003 – P E Systems achieves ISO 9001 certification
2000 – P E Systems acquired Atlantic Analysis Corporation to enhance IT offerings with Oracle database development capabilities
1998 – Acquired Bahan Dennis, Inc. (BDI), which has been integrated into the company operating structure, as the Dayton, OH Division. It provides program management and systems functional support to the Aeronautical Systems Center, AFMC, Material Systems Group (ESC) and the Air Force Reserve Command Detachments at Wright Patterson AFB, OH
1997 – Became an 8(a) certified small business and gained approval for a GSA Schedule for Information Technology Services
1996 – P E Systems acquired Summit Research Corporation (SRC) as a wholly owned subsidiary specializing in Exercise/Performance/Acoustic Analysis, Training, and Information Technology services, primarily for the U.S. Navy
1995  – Wes King acquired P E Systems
1971  –  P E Systems founded
1971  –  P E Systems was formed to provide technical, scientific, and programmatic management and systems acquisition support to the Department of Defense as well as other government and commercial organizations",,pesystems_inc
peterson technology partners,,1997.0,"US, Park Ridge, Illinois",,,,100 to 499 employees,,https://www.ptechpartners.com,"About the Company:
Peterson Technology Partners (PTP) has been Chicago's premier Information Technology (IT) staffing, consulting, and recruiting firm for over 22+ years. Named after Chicago's historic Peterson Avenue, PTP has built its reputation by developing lasting relationships, leading digital transformation, and inspiring technical innovation throughout Chicagoland. 
Based in Park Ridge, IL, PTP's 250+ employees have a narrow focus on a single market (Chicago) and expertise in 4 innovative technical areas;
Artificial Intelligence/Machine Learning/Data Science
Robotics/Robotic Process Automation (RPA)
Cyber/Data/Information Security
DevOps/DevSecOps
PTP exists to ensure that all of our partners (clients and candidates alike) make the best hiring and career decisions. 
Connect: LinkedIn | Facebook | Twitter | YouTube | All Social Links
Apply: Stack Overflow | Dice | LinkedIn | Glassdoor | All Job Openings
Review: Google | Glassdoor | Yelp | All Review Links
Listen: iTunes | Spotify | Stitcher | All Podcast Links
Peterson Technology Partners is an equal opportunity employer.",,peterson_technology_partners
pfizer,,1849.0,"New York, NY",4.0,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ employees,Company - Public,,,http://www.wikidata.org/entity/Q206921,pfizer
pharmavite,"The Nature's Bounty Co., Schiff Nutrition International",1971.0,"West Hills, CA",2.9,$1 to $2 billion (USD),Manufacturing,1001 to 5000 employees,Company - Private,,,http://www.wikidata.org/entity/Q7180840,pharmavite
pierce manufacturing,,1913.0,"Appleton, WI",2.8,$2 to $5 billion (USD),Manufacturing,1001 to 5000 employees,Subsidiary or Business Segment,,,http://www.wikidata.org/entity/Q7191814,pierce_manufacturing
pinnacle group,,,,,,,,,,,,pinnacle_group
pinnacol assurance,,1915.0,"Denver, CO",4.0,$500 million to $1 billion (USD),Insurance,501 to 1000 employees,Nonprofit Organization,,,,pinnacol_assurance
"pioneer data systems, inc",,1995.0,,,,,100 to 499 employees,,http://pioneerdata.com/,"Driven by a commitment to achieving outstanding results, Pioneer Data Systems has consistently upheld superior standards of quality, producing the right candidates for the job. With the goal of not just meeting, but exceeding our clients’ expectations, we have evolved into a trusted and proven provider of talent acquisition solutions.

Our original area of focus was providing professional services for Oracle databases. As an Oracle Partner Network Member, we expanded our services to include ; Data Warehousing, CRM, ERP, E-Business Solutions and Systems Integration. As a market leader, we were recognized as a ""New Jersey Technology Fast 50"" company by Deloitte & Touche.

Over the years we have leveraged our expertise in the IT space and have diversified across market sectors, now catering to a wide range of practice areas, including Pharmaceutical / Clinical Research, Engineering, Accounting and Finance. Many of our clients include Fortune 500 companies that have been trusting us to deliver the highest quality talent for well over a decade.",,pioneer_data_systems
pitney bowes,,1920.0,"Stamford, CT",3.2,$2 to $5 billion (USD),Information Technology,10000+ employees,Company - Public,,,http://www.wikidata.org/entity/Q428977,pitney_bowes
pitney bowes,,,,,,,,,,,http://www.wikidata.org/entity/Q428977,pitney_bowes
pivotal commware,,2016.0,"Kirkland, WA",5.0,,Telecommunications,51 to 200 employees,Company - Private,,,,pivotal_commware
pk global,,2004.0,"US, Beaverton, Oregon",,,,"2,500 to 4,999 employees",,https://pkglobal.com/,"PK is an IT solutions company. We help businesses re-engineer themselves through powerful digital platforms, customer engagement and emerging technologies. By accelerating business activities, enhancing every experience and creating competitive advantages, we fuel our clients' growth and efficiency.
PK builds better, bolder products and services by applying the right mix of people, process and technology. We are experts in planning, engineering and optimizing digital products and platforms that help companies disrupt and dominate their industries. Our teams have been tapped by some of the world's most admired companies to build solutions no one else can.
Founded in 2004, PK has over 2,800 employees in the U.S., India and Argentina. Visit us at https://pkglobal.com/",,pk_global
plum group,,2000.0,"New York, NY",4.9,$10 to $25 million (USD),Information Technology,1 to 50 employees,Company - Private,,,,plum_group
plymouth rock assurance,"Arbella Insurance, Safety Insurance",1982.0,"Boston, MA",3.3,$10 to $25 million (USD),Insurance,1001 to 5000 employees,Company - Private,http://www.plymouthrock.com/,,,plymouth_rock_assurance
pm2cm,,,"Torrance, CA",,,"Oil, Gas, Energy & Utilities",1 to 50 employees,Private Practice / Firm,,,,pm2cm
pnnl,"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",1965.0,"Richland, WA",3.8,$500 million to $1 billion (USD),"Oil, Gas, Energy & Utilities",1001 to 5000 employees,Government,,,,pnnl
point72 ventures,,,,,,,,,,,,point72_ventures
porch,"Angie's List, HomeAdvisor, Thumbtack",2012.0,"Seattle, WA",3.2,,Information Technology,201 to 500 employees,Company - Private,,,,porch
